ActivityID,LeadID,Date,ActivityType,AssignedRepID,created_at,updated_at
827,3662,2024-10-06,email,39,2024-11-11 09:19:27,2024-11-11 09:19:27
828,2832,2023-05-19,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
829,7684,2024-06-29,call,21,2024-11-11 09:19:27,2024-11-11 09:19:27
830,8678,2024-10-12,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
831,2406,2023-12-05,meeting,21,2024-11-11 09:19:27,2024-11-11 09:19:27
832,3856,2023-07-26,meeting,28,2024-11-11 09:19:27,2024-11-11 09:19:27
833,5302,2024-05-29,email,27,2024-11-11 09:19:27,2024-11-11 09:19:27
834,4534,2023-09-19,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
835,9065,2024-10-01,meeting,21,2024-11-11 09:19:27,2024-11-11 09:19:27
836,367,2023-06-11,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
837,2834,2023-12-07,meeting,10,2024-11-11 09:19:27,2024-11-11 09:19:27
838,4976,2023-12-09,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
839,9123,2024-03-04,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
840,8482,2023-05-01,call,18,2024-11-11 09:19:27,2024-11-11 09:19:27
841,2509,2023-03-14,meeting,45,2024-11-11 09:19:27,2024-11-11 09:19:27
842,7832,2024-06-22,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
843,5275,2023-02-13,call,32,2024-11-11 09:19:27,2024-11-11 09:19:27
844,3752,2023-11-10,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
845,177,2024-03-31,call,8,2024-11-11 09:19:27,2024-11-11 09:19:27
846,6117,2024-02-07,email,34,2024-11-11 09:19:27,2024-11-11 09:19:27
847,2184,2023-12-05,email,49,2024-11-11 09:19:27,2024-11-11 09:19:27
848,7497,2024-02-11,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
849,1253,2024-03-15,email,46,2024-11-11 09:19:27,2024-11-11 09:19:27
850,3783,2024-02-22,meeting,32,2024-11-11 09:19:27,2024-11-11 09:19:27
851,3892,2022-11-27,meeting,7,2024-11-11 09:19:27,2024-11-11 09:19:27
852,3602,2024-02-15,call,5,2024-11-11 09:19:27,2024-11-11 09:19:27
853,2680,2023-11-29,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
854,7904,2023-03-05,meeting,1,2024-11-11 09:19:27,2024-11-11 09:19:27
855,5895,2023-09-06,email,6,2024-11-11 09:19:27,2024-11-11 09:19:27
856,5476,2023-12-21,email,49,2024-11-11 09:19:27,2024-11-11 09:19:27
857,6371,2023-08-31,meeting,26,2024-11-11 09:19:27,2024-11-11 09:19:27
858,6882,2024-02-29,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
859,7852,2024-07-17,call,37,2024-11-11 09:19:27,2024-11-11 09:19:27
860,4394,2024-09-06,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
861,2284,2023-08-16,meeting,42,2024-11-11 09:19:27,2024-11-11 09:19:27
862,2257,2024-01-01,call,21,2024-11-11 09:19:27,2024-11-11 09:19:27
863,8136,2023-12-12,meeting,32,2024-11-11 09:19:27,2024-11-11 09:19:27
864,1365,2024-07-10,email,10,2024-11-11 09:19:27,2024-11-11 09:19:27
865,394,2024-01-31,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
866,3941,2024-04-12,meeting,13,2024-11-11 09:19:27,2024-11-11 09:19:27
867,2101,2023-08-26,email,50,2024-11-11 09:19:27,2024-11-11 09:19:27
868,4736,2023-10-10,email,28,2024-11-11 09:19:27,2024-11-11 09:19:27
869,2603,2023-09-29,email,46,2024-11-11 09:19:27,2024-11-11 09:19:27
870,4734,2023-01-30,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
871,4428,2023-08-11,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
872,218,2023-05-21,call,3,2024-11-11 09:19:27,2024-11-11 09:19:27
873,1987,2023-03-06,call,2,2024-11-11 09:19:27,2024-11-11 09:19:27
874,7557,2023-08-12,email,34,2024-11-11 09:19:27,2024-11-11 09:19:27
875,7503,2023-06-13,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
876,804,2024-09-09,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
877,7722,2023-05-26,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
878,7761,2023-04-04,meeting,21,2024-11-11 09:19:27,2024-11-11 09:19:27
879,7645,2023-10-20,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
880,6019,2023-05-28,call,50,2024-11-11 09:19:27,2024-11-11 09:19:27
881,7198,2024-05-04,email,30,2024-11-11 09:19:27,2024-11-11 09:19:27
882,6691,2024-04-14,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
883,9799,2024-07-22,email,45,2024-11-11 09:19:27,2024-11-11 09:19:27
884,206,2023-10-15,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
885,5276,2023-10-20,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
886,2989,2023-07-15,meeting,28,2024-11-11 09:19:27,2024-11-11 09:19:27
887,1872,2023-05-01,email,40,2024-11-11 09:19:27,2024-11-11 09:19:27
888,381,2023-10-12,call,47,2024-11-11 09:19:27,2024-11-11 09:19:27
889,5609,2024-07-28,email,2,2024-11-11 09:19:27,2024-11-11 09:19:27
890,3060,2024-01-28,email,8,2024-11-11 09:19:27,2024-11-11 09:19:27
891,5030,2022-12-09,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
892,1113,2023-07-21,email,49,2024-11-11 09:19:27,2024-11-11 09:19:27
893,3341,2023-01-06,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
894,7006,2023-07-19,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
895,5222,2024-10-01,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
896,3889,2023-07-19,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
897,3727,2024-05-17,meeting,30,2024-11-11 09:19:27,2024-11-11 09:19:27
898,7602,2023-04-08,email,23,2024-11-11 09:19:27,2024-11-11 09:19:27
899,9695,2022-12-16,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
900,1392,2023-08-25,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
901,1587,2023-01-06,call,50,2024-11-11 09:19:27,2024-11-11 09:19:27
902,4346,2023-01-15,meeting,48,2024-11-11 09:19:27,2024-11-11 09:19:27
903,3793,2023-08-06,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
904,7475,2023-12-31,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
905,7797,2023-07-12,call,28,2024-11-11 09:19:27,2024-11-11 09:19:27
906,6105,2024-01-23,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
907,7441,2024-04-28,call,39,2024-11-11 09:19:27,2024-11-11 09:19:27
908,3861,2023-08-15,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
909,779,2024-09-25,email,41,2024-11-11 09:19:27,2024-11-11 09:19:27
910,7412,2023-01-01,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
911,8205,2023-09-16,email,39,2024-11-11 09:19:27,2024-11-11 09:19:27
912,8081,2023-04-30,meeting,7,2024-11-11 09:19:27,2024-11-11 09:19:27
913,1396,2023-02-06,meeting,30,2024-11-11 09:19:27,2024-11-11 09:19:27
914,3332,2022-12-08,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
915,3783,2023-04-29,email,49,2024-11-11 09:19:27,2024-11-11 09:19:27
916,1266,2023-12-20,call,42,2024-11-11 09:19:27,2024-11-11 09:19:27
917,88,2023-12-27,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
918,5915,2023-01-06,meeting,27,2024-11-11 09:19:27,2024-11-11 09:19:27
919,2081,2023-11-13,meeting,13,2024-11-11 09:19:27,2024-11-11 09:19:27
920,2239,2024-02-07,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
921,1819,2024-05-02,call,19,2024-11-11 09:19:27,2024-11-11 09:19:27
922,819,2022-11-23,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
923,5938,2023-07-07,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
924,9333,2024-07-18,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
925,8300,2024-04-09,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
926,9481,2024-09-28,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
927,7660,2024-09-24,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
928,883,2024-05-30,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
929,8527,2023-03-22,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
930,9686,2022-11-15,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
931,6891,2024-02-09,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
932,8803,2023-02-16,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
933,8496,2023-01-19,call,15,2024-11-11 09:19:27,2024-11-11 09:19:27
934,8133,2023-11-03,meeting,12,2024-11-11 09:19:27,2024-11-11 09:19:27
935,2859,2023-03-04,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
936,2544,2023-08-19,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
937,3972,2024-02-06,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
938,3489,2024-04-07,email,6,2024-11-11 09:19:27,2024-11-11 09:19:27
939,4544,2024-05-13,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
940,4887,2024-05-21,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
941,8200,2023-12-08,email,50,2024-11-11 09:19:27,2024-11-11 09:19:27
942,6377,2023-02-23,email,24,2024-11-11 09:19:27,2024-11-11 09:19:27
943,6704,2024-09-04,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
944,3992,2024-07-31,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
945,9232,2023-05-01,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
946,155,2022-12-07,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
947,2949,2024-06-18,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
948,5553,2023-07-16,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
949,4802,2023-03-17,meeting,27,2024-11-11 09:19:27,2024-11-11 09:19:27
950,9623,2023-10-31,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
951,1169,2024-08-26,call,14,2024-11-11 09:19:27,2024-11-11 09:19:27
952,3659,2023-04-09,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
953,2060,2024-03-04,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
954,2269,2024-07-10,call,28,2024-11-11 09:19:27,2024-11-11 09:19:27
955,8356,2024-06-04,email,18,2024-11-11 09:19:27,2024-11-11 09:19:27
956,6497,2024-01-09,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
957,5971,2023-08-30,call,18,2024-11-11 09:19:27,2024-11-11 09:19:27
958,3614,2023-03-14,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
959,6669,2024-06-12,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
960,9810,2023-02-05,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
961,9520,2022-10-26,email,28,2024-11-11 09:19:27,2024-11-11 09:19:27
962,8112,2022-12-16,call,36,2024-11-11 09:19:27,2024-11-11 09:19:27
963,6142,2022-12-22,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
964,5913,2023-06-10,meeting,40,2024-11-11 09:19:27,2024-11-11 09:19:27
965,6033,2023-09-20,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
966,6837,2023-08-08,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
967,4010,2024-04-15,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
968,9148,2024-09-26,email,6,2024-11-11 09:19:27,2024-11-11 09:19:27
969,687,2024-07-30,meeting,7,2024-11-11 09:19:27,2024-11-11 09:19:27
970,9400,2024-08-12,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
971,8157,2022-10-28,email,8,2024-11-11 09:19:27,2024-11-11 09:19:27
972,8633,2024-08-20,meeting,7,2024-11-11 09:19:27,2024-11-11 09:19:27
973,6299,2023-07-29,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
974,9752,2023-07-27,email,10,2024-11-11 09:19:27,2024-11-11 09:19:27
975,5488,2023-12-02,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
976,3295,2022-12-03,call,32,2024-11-11 09:19:27,2024-11-11 09:19:27
977,1105,2024-07-17,call,7,2024-11-11 09:19:27,2024-11-11 09:19:27
978,4071,2024-01-16,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
979,3515,2023-05-05,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
980,4198,2024-08-05,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
981,7064,2024-02-09,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
982,2664,2024-09-01,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
983,4195,2023-04-03,email,15,2024-11-11 09:19:27,2024-11-11 09:19:27
984,9632,2023-03-14,meeting,13,2024-11-11 09:19:27,2024-11-11 09:19:27
985,8741,2024-09-02,call,34,2024-11-11 09:19:27,2024-11-11 09:19:27
986,957,2024-06-22,meeting,30,2024-11-11 09:19:27,2024-11-11 09:19:27
987,9426,2023-07-08,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
988,9208,2024-04-16,call,2,2024-11-11 09:19:27,2024-11-11 09:19:27
989,4758,2023-12-11,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
990,5014,2024-04-17,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
991,6758,2023-12-06,meeting,28,2024-11-11 09:19:27,2024-11-11 09:19:27
992,47,2023-07-01,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
993,8901,2024-07-17,email,36,2024-11-11 09:19:27,2024-11-11 09:19:27
994,6830,2024-06-28,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
995,8154,2023-08-03,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
996,1545,2023-10-04,call,29,2024-11-11 09:19:27,2024-11-11 09:19:27
997,8365,2023-09-21,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
998,7531,2024-04-02,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
999,9245,2023-04-18,call,18,2024-11-11 09:19:27,2024-11-11 09:19:27
1000,695,2023-05-29,meeting,30,2024-11-11 09:19:27,2024-11-11 09:19:27
1001,9078,2024-05-27,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
1002,469,2023-05-25,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
1003,6500,2024-01-09,meeting,42,2024-11-11 09:19:27,2024-11-11 09:19:27
1004,2736,2024-07-22,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
1005,7872,2023-12-19,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
1006,7847,2023-09-22,email,1,2024-11-11 09:19:27,2024-11-11 09:19:27
1007,3872,2024-02-15,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
1008,5951,2022-12-28,call,34,2024-11-11 09:19:27,2024-11-11 09:19:27
1009,8668,2024-07-05,call,39,2024-11-11 09:19:27,2024-11-11 09:19:27
1010,72,2024-03-05,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
1011,1021,2024-03-23,email,40,2024-11-11 09:19:27,2024-11-11 09:19:27
1012,4397,2023-05-14,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
1013,9196,2022-11-05,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
1014,7846,2024-01-06,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
1015,800,2022-12-23,meeting,35,2024-11-11 09:19:27,2024-11-11 09:19:27
1016,137,2023-11-19,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
1017,3930,2023-03-03,call,2,2024-11-11 09:19:27,2024-11-11 09:19:27
1018,227,2024-05-28,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
1019,6333,2022-12-05,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
1020,4943,2022-12-03,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
1021,7318,2022-10-28,email,32,2024-11-11 09:19:27,2024-11-11 09:19:27
1022,4231,2023-11-25,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
1023,3727,2023-06-16,email,27,2024-11-11 09:19:27,2024-11-11 09:19:27
1024,3106,2023-09-08,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
1025,3248,2023-03-04,email,27,2024-11-11 09:19:27,2024-11-11 09:19:27
1026,2949,2024-06-10,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
1027,7568,2024-01-07,email,35,2024-11-11 09:19:27,2024-11-11 09:19:27
1028,4742,2023-07-19,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
1029,3778,2023-01-23,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
1030,9151,2024-10-03,email,34,2024-11-11 09:19:27,2024-11-11 09:19:27
1031,7592,2023-08-12,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
1032,6219,2024-08-17,email,37,2024-11-11 09:19:27,2024-11-11 09:19:27
1033,6171,2024-08-02,email,7,2024-11-11 09:19:27,2024-11-11 09:19:27
1034,8015,2023-06-22,meeting,16,2024-11-11 09:19:27,2024-11-11 09:19:27
1035,2283,2022-12-31,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
1036,9337,2024-06-15,call,39,2024-11-11 09:19:27,2024-11-11 09:19:27
1037,5198,2023-03-15,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
1038,8014,2024-06-01,call,12,2024-11-11 09:19:27,2024-11-11 09:19:27
1039,8334,2023-08-13,call,14,2024-11-11 09:19:27,2024-11-11 09:19:27
1040,9384,2022-12-08,call,50,2024-11-11 09:19:27,2024-11-11 09:19:27
1041,1052,2023-05-31,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
1042,7028,2024-03-15,meeting,26,2024-11-11 09:19:27,2024-11-11 09:19:27
1043,743,2023-12-11,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
1044,6332,2024-07-31,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
1045,8203,2023-09-11,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
1046,3436,2024-07-10,call,46,2024-11-11 09:19:27,2024-11-11 09:19:27
1047,2310,2023-02-11,email,10,2024-11-11 09:19:27,2024-11-11 09:19:27
1048,9624,2023-04-05,call,37,2024-11-11 09:19:27,2024-11-11 09:19:27
1049,947,2023-05-31,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
1050,7304,2023-01-24,call,7,2024-11-11 09:19:27,2024-11-11 09:19:27
1051,8729,2024-10-06,email,47,2024-11-11 09:19:27,2024-11-11 09:19:27
1052,6370,2022-11-20,meeting,1,2024-11-11 09:19:27,2024-11-11 09:19:27
1053,820,2024-02-29,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
1054,878,2024-07-05,email,41,2024-11-11 09:19:27,2024-11-11 09:19:27
1055,5719,2023-10-15,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
1056,1004,2022-10-29,meeting,1,2024-11-11 09:19:27,2024-11-11 09:19:27
1057,3111,2024-06-01,call,49,2024-11-11 09:19:27,2024-11-11 09:19:27
1058,1558,2024-07-29,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
1059,628,2024-02-15,email,50,2024-11-11 09:19:27,2024-11-11 09:19:27
1060,9190,2024-03-09,call,41,2024-11-11 09:19:27,2024-11-11 09:19:27
1061,7205,2023-03-14,meeting,48,2024-11-11 09:19:27,2024-11-11 09:19:27
1062,7080,2024-10-05,email,16,2024-11-11 09:19:27,2024-11-11 09:19:27
1063,128,2024-03-12,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
1064,8534,2023-10-05,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
1065,9741,2023-01-14,meeting,22,2024-11-11 09:19:27,2024-11-11 09:19:27
1066,2443,2024-10-13,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
1067,8050,2023-03-01,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
1068,3184,2023-02-02,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
1069,2491,2023-09-17,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
1070,8039,2023-03-27,call,38,2024-11-11 09:19:27,2024-11-11 09:19:27
1071,826,2023-05-14,call,11,2024-11-11 09:19:27,2024-11-11 09:19:27
1072,1994,2022-12-09,email,30,2024-11-11 09:19:27,2024-11-11 09:19:27
1073,9257,2024-03-06,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
1074,6333,2023-05-03,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
1075,4243,2023-01-07,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
1076,2395,2023-01-14,call,42,2024-11-11 09:19:27,2024-11-11 09:19:27
1077,2762,2023-11-25,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
1078,8928,2024-06-23,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
1079,5854,2023-04-22,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
1080,6019,2024-01-21,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
1081,2935,2024-06-14,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
1082,54,2024-10-11,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
1083,4217,2024-04-10,call,25,2024-11-11 09:19:27,2024-11-11 09:19:27
1084,4454,2023-08-28,meeting,2,2024-11-11 09:19:27,2024-11-11 09:19:27
1085,6973,2023-11-23,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
1086,9634,2024-07-06,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
1087,2504,2024-06-20,meeting,9,2024-11-11 09:19:27,2024-11-11 09:19:27
1088,819,2024-05-07,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
1089,9733,2024-05-06,meeting,16,2024-11-11 09:19:27,2024-11-11 09:19:27
1090,4415,2023-11-19,call,12,2024-11-11 09:19:27,2024-11-11 09:19:27
1091,1115,2023-06-14,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
1092,2802,2023-03-31,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
1093,7118,2024-03-24,email,3,2024-11-11 09:19:27,2024-11-11 09:19:27
1094,8877,2024-05-10,email,21,2024-11-11 09:19:27,2024-11-11 09:19:27
1095,1747,2024-07-19,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
1096,487,2024-04-30,call,37,2024-11-11 09:19:27,2024-11-11 09:19:27
1097,1556,2024-01-19,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
1098,489,2023-11-29,email,2,2024-11-11 09:19:27,2024-11-11 09:19:27
1099,3705,2024-08-05,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
1100,6825,2024-02-22,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
1101,1616,2023-03-21,email,39,2024-11-11 09:19:27,2024-11-11 09:19:27
1102,4118,2023-04-03,email,3,2024-11-11 09:19:27,2024-11-11 09:19:27
1103,3255,2023-10-02,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
1104,1304,2022-11-27,call,37,2024-11-11 09:19:27,2024-11-11 09:19:27
1105,8038,2024-03-04,call,49,2024-11-11 09:19:27,2024-11-11 09:19:27
1106,9131,2022-11-06,email,19,2024-11-11 09:19:27,2024-11-11 09:19:27
1107,3608,2024-06-01,meeting,26,2024-11-11 09:19:27,2024-11-11 09:19:27
1108,4094,2024-05-27,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
1109,3027,2023-07-24,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
1110,5435,2023-08-12,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
1111,4800,2024-04-05,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
1112,3949,2024-07-31,email,12,2024-11-11 09:19:27,2024-11-11 09:19:27
1113,2009,2024-10-12,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
1114,5535,2023-02-20,meeting,13,2024-11-11 09:19:27,2024-11-11 09:19:27
1115,3687,2024-07-05,call,38,2024-11-11 09:19:27,2024-11-11 09:19:27
1116,6134,2024-08-15,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
1117,5555,2023-05-03,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
1118,8960,2024-02-04,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
1119,8464,2023-06-01,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
1120,9110,2024-05-30,meeting,45,2024-11-11 09:19:27,2024-11-11 09:19:27
1121,4476,2023-07-19,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
1122,6483,2024-10-20,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
1123,6926,2023-07-24,email,24,2024-11-11 09:19:27,2024-11-11 09:19:27
1124,6163,2022-12-29,meeting,10,2024-11-11 09:19:27,2024-11-11 09:19:27
1125,4336,2022-11-07,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
1126,5024,2022-11-10,call,12,2024-11-11 09:19:27,2024-11-11 09:19:27
1127,5118,2022-11-29,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
1128,2720,2024-08-03,call,38,2024-11-11 09:19:27,2024-11-11 09:19:27
1129,7109,2024-04-13,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
1130,467,2024-10-12,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
1131,1651,2024-02-12,email,17,2024-11-11 09:19:27,2024-11-11 09:19:27
1132,3932,2023-02-11,email,35,2024-11-11 09:19:27,2024-11-11 09:19:27
1133,410,2023-12-02,meeting,35,2024-11-11 09:19:27,2024-11-11 09:19:27
1134,5399,2023-04-01,email,28,2024-11-11 09:19:27,2024-11-11 09:19:27
1135,9871,2023-03-12,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
1136,9204,2023-10-27,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
1137,3597,2022-10-29,meeting,40,2024-11-11 09:19:27,2024-11-11 09:19:27
1138,9945,2024-05-29,email,23,2024-11-11 09:19:27,2024-11-11 09:19:27
1139,8585,2023-12-26,call,19,2024-11-11 09:19:27,2024-11-11 09:19:27
1140,7998,2023-05-05,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
1141,9241,2022-11-07,email,34,2024-11-11 09:19:27,2024-11-11 09:19:27
1142,7806,2023-03-28,meeting,29,2024-11-11 09:19:27,2024-11-11 09:19:27
1143,1577,2024-07-08,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
1144,360,2024-03-20,meeting,2,2024-11-11 09:19:27,2024-11-11 09:19:27
1145,3364,2023-02-08,call,14,2024-11-11 09:19:27,2024-11-11 09:19:27
1146,6571,2023-08-20,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
1147,2524,2023-09-13,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
1148,1524,2023-12-14,email,11,2024-11-11 09:19:27,2024-11-11 09:19:27
1149,4799,2023-10-02,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
1150,5826,2023-06-05,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
