StageID,OpportunityID,StageName,StageStartDate,StageEndDate,created_at,updated_at
866,5971,discovery,2023-05-09,2022-12-03,2024-11-11 09:19:27,2024-11-11 09:19:27
867,7258,proposal,2023-11-13,2023-12-25,2024-11-11 09:19:27,2024-11-11 09:19:27
868,3182,proposal,2023-06-07,2024-04-13,2024-11-11 09:19:27,2024-11-11 09:19:27
869,2240,negotiation,2023-10-07,2023-05-11,2024-11-11 09:19:27,2024-11-11 09:19:27
870,3599,proposal,2024-04-12,2024-05-27,2024-11-11 09:19:27,2024-11-11 09:19:27
871,4537,negotiation,2022-11-17,2023-02-09,2024-11-11 09:19:27,2024-11-11 09:19:27
872,9895,negotiation,2024-08-26,2023-02-06,2024-11-11 09:19:27,2024-11-11 09:19:27
873,8562,negotiation,2022-12-12,2024-09-30,2024-11-11 09:19:27,2024-11-11 09:19:27
874,9643,proposal,2024-03-23,2023-08-21,2024-11-11 09:19:27,2024-11-11 09:19:27
875,3223,proposal,2022-11-07,2023-03-08,2024-11-11 09:19:27,2024-11-11 09:19:27
876,5795,discovery,2024-08-28,2023-11-25,2024-11-11 09:19:27,2024-11-11 09:19:27
877,8099,negotiation,2023-12-27,2023-04-27,2024-11-11 09:19:27,2024-11-11 09:19:27
878,1299,negotiation,2024-03-05,2024-01-03,2024-11-11 09:19:27,2024-11-11 09:19:27
879,8888,negotiation,2023-05-05,2023-01-14,2024-11-11 09:19:27,2024-11-11 09:19:27
880,1987,proposal,2023-12-14,2024-03-22,2024-11-11 09:19:27,2024-11-11 09:19:27
881,648,proposal,2023-08-10,2023-05-18,2024-11-11 09:19:27,2024-11-11 09:19:27
882,2868,negotiation,2024-07-23,2024-10-09,2024-11-11 09:19:27,2024-11-11 09:19:27
883,9619,discovery,2024-05-14,2022-11-20,2024-11-11 09:19:27,2024-11-11 09:19:27
884,1332,discovery,2023-01-12,2023-12-11,2024-11-11 09:19:27,2024-11-11 09:19:27
885,4606,discovery,2024-10-07,2023-04-22,2024-11-11 09:19:27,2024-11-11 09:19:27
886,3887,proposal,2024-10-09,2023-08-19,2024-11-11 09:19:27,2024-11-11 09:19:27
887,8653,proposal,2023-08-13,2023-04-08,2024-11-11 09:19:27,2024-11-11 09:19:27
888,8955,proposal,2024-08-27,2024-07-06,2024-11-11 09:19:27,2024-11-11 09:19:27
889,856,discovery,2023-10-26,2024-10-14,2024-11-11 09:19:27,2024-11-11 09:19:27
890,9571,negotiation,2023-04-29,2023-10-05,2024-11-11 09:19:27,2024-11-11 09:19:27
891,5142,negotiation,2024-02-07,2023-04-29,2024-11-11 09:19:27,2024-11-11 09:19:27
892,1365,proposal,2024-07-11,2024-03-08,2024-11-11 09:19:27,2024-11-11 09:19:27
893,4013,discovery,2023-08-03,2023-07-25,2024-11-11 09:19:27,2024-11-11 09:19:27
894,3126,proposal,2024-09-01,2023-05-09,2024-11-11 09:19:27,2024-11-11 09:19:27
895,9301,discovery,2023-04-04,2022-10-29,2024-11-11 09:19:27,2024-11-11 09:19:27
896,8200,negotiation,2024-09-19,2024-05-23,2024-11-11 09:19:27,2024-11-11 09:19:27
897,3653,proposal,2023-06-28,2023-11-28,2024-11-11 09:19:27,2024-11-11 09:19:27
898,975,negotiation,2022-11-13,2023-06-12,2024-11-11 09:19:27,2024-11-11 09:19:27
899,8734,negotiation,2023-08-28,2024-08-20,2024-11-11 09:19:27,2024-11-11 09:19:27
900,4562,discovery,2024-05-14,2024-06-27,2024-11-11 09:19:27,2024-11-11 09:19:27
901,9257,proposal,2024-06-24,2024-06-22,2024-11-11 09:19:27,2024-11-11 09:19:27
902,546,proposal,2023-06-17,2023-07-20,2024-11-11 09:19:27,2024-11-11 09:19:27
903,2187,negotiation,2023-04-11,2023-05-02,2024-11-11 09:19:27,2024-11-11 09:19:27
904,5773,negotiation,2022-12-25,2024-04-23,2024-11-11 09:19:27,2024-11-11 09:19:27
905,4615,negotiation,2024-08-02,2023-06-08,2024-11-11 09:19:27,2024-11-11 09:19:27
906,6289,discovery,2022-11-27,2024-02-04,2024-11-11 09:19:27,2024-11-11 09:19:27
907,1804,proposal,2024-06-18,2022-12-15,2024-11-11 09:19:27,2024-11-11 09:19:27
908,333,proposal,2022-12-22,2024-04-10,2024-11-11 09:19:27,2024-11-11 09:19:27
909,4312,negotiation,2023-01-03,2023-02-19,2024-11-11 09:19:27,2024-11-11 09:19:27
910,2121,proposal,2022-12-18,2024-05-26,2024-11-11 09:19:27,2024-11-11 09:19:27
911,5945,proposal,2023-08-17,2023-08-02,2024-11-11 09:19:27,2024-11-11 09:19:27
912,3292,negotiation,2024-03-10,2022-11-09,2024-11-11 09:19:27,2024-11-11 09:19:27
913,6659,discovery,2023-02-10,2023-01-05,2024-11-11 09:19:27,2024-11-11 09:19:27
914,2106,proposal,2023-08-27,2023-04-12,2024-11-11 09:19:27,2024-11-11 09:19:27
915,8798,discovery,2023-02-22,2024-01-16,2024-11-11 09:19:27,2024-11-11 09:19:27
916,2808,proposal,2023-06-03,2023-03-25,2024-11-11 09:19:27,2024-11-11 09:19:27
917,6788,proposal,2023-11-10,2023-10-08,2024-11-11 09:19:27,2024-11-11 09:19:27
918,4922,proposal,2023-12-03,2024-08-11,2024-11-11 09:19:27,2024-11-11 09:19:27
919,3318,proposal,2024-10-10,2023-08-27,2024-11-11 09:19:27,2024-11-11 09:19:27
920,2300,proposal,2023-09-03,2022-12-08,2024-11-11 09:19:27,2024-11-11 09:19:27
921,4065,discovery,2024-07-12,2023-05-24,2024-11-11 09:19:27,2024-11-11 09:19:27
922,2186,proposal,2024-02-05,2022-10-24,2024-11-11 09:19:27,2024-11-11 09:19:27
923,4816,negotiation,2024-01-11,2023-08-17,2024-11-11 09:19:27,2024-11-11 09:19:27
924,8695,negotiation,2023-01-12,2024-08-21,2024-11-11 09:19:27,2024-11-11 09:19:27
925,8946,negotiation,2023-10-28,2023-09-15,2024-11-11 09:19:27,2024-11-11 09:19:27
926,7945,proposal,2024-07-06,2022-11-14,2024-11-11 09:19:27,2024-11-11 09:19:27
927,383,negotiation,2024-08-01,2023-12-31,2024-11-11 09:19:27,2024-11-11 09:19:27
928,1076,proposal,2024-04-10,2024-10-21,2024-11-11 09:19:27,2024-11-11 09:19:27
929,6299,discovery,2023-10-23,2023-06-12,2024-11-11 09:19:27,2024-11-11 09:19:27
930,2886,discovery,2023-02-03,2023-12-07,2024-11-11 09:19:27,2024-11-11 09:19:27
931,6156,proposal,2024-02-09,2023-12-15,2024-11-11 09:19:27,2024-11-11 09:19:27
932,3667,proposal,2024-04-11,2024-03-01,2024-11-11 09:19:27,2024-11-11 09:19:27
933,9980,negotiation,2024-07-27,2023-10-06,2024-11-11 09:19:27,2024-11-11 09:19:27
934,4371,negotiation,2023-04-23,2023-12-19,2024-11-11 09:19:27,2024-11-11 09:19:27
935,1603,proposal,2024-04-13,2023-05-05,2024-11-11 09:19:27,2024-11-11 09:19:27
936,5744,proposal,2023-01-02,2024-05-10,2024-11-11 09:19:27,2024-11-11 09:19:27
937,2847,proposal,2024-10-14,2024-02-13,2024-11-11 09:19:27,2024-11-11 09:19:27
938,9978,proposal,2023-06-03,2023-02-05,2024-11-11 09:19:27,2024-11-11 09:19:27
939,9112,proposal,2023-05-14,2023-07-26,2024-11-11 09:19:27,2024-11-11 09:19:27
940,3254,discovery,2022-10-28,2023-09-27,2024-11-11 09:19:27,2024-11-11 09:19:27
941,4529,discovery,2023-04-04,2023-02-08,2024-11-11 09:19:27,2024-11-11 09:19:27
942,6453,discovery,2024-05-25,2023-11-26,2024-11-11 09:19:27,2024-11-11 09:19:27
943,8248,discovery,2024-04-20,2022-12-27,2024-11-11 09:19:27,2024-11-11 09:19:27
944,1870,proposal,2024-02-01,2022-11-30,2024-11-11 09:19:27,2024-11-11 09:19:27
945,8628,negotiation,2024-05-08,2023-03-22,2024-11-11 09:19:27,2024-11-11 09:19:27
946,6642,discovery,2024-07-01,2023-03-28,2024-11-11 09:19:27,2024-11-11 09:19:27
947,4380,proposal,2023-04-12,2023-09-14,2024-11-11 09:19:27,2024-11-11 09:19:27
948,8868,negotiation,2024-06-22,2023-04-20,2024-11-11 09:19:27,2024-11-11 09:19:27
949,3519,negotiation,2024-08-18,2023-08-24,2024-11-11 09:19:27,2024-11-11 09:19:27
950,117,negotiation,2023-03-08,2023-08-05,2024-11-11 09:19:27,2024-11-11 09:19:27
951,6360,proposal,2023-04-28,2024-01-23,2024-11-11 09:19:27,2024-11-11 09:19:27
952,7603,discovery,2023-04-04,2024-09-30,2024-11-11 09:19:27,2024-11-11 09:19:27
953,922,discovery,2024-09-03,2023-11-20,2024-11-11 09:19:27,2024-11-11 09:19:27
954,7914,proposal,2023-07-27,2024-09-20,2024-11-11 09:19:27,2024-11-11 09:19:27
955,5065,proposal,2022-11-03,2023-04-18,2024-11-11 09:19:27,2024-11-11 09:19:27
956,2341,proposal,2024-05-05,2023-09-15,2024-11-11 09:19:27,2024-11-11 09:19:27
957,3612,discovery,2024-03-26,2023-08-13,2024-11-11 09:19:27,2024-11-11 09:19:27
958,9125,negotiation,2023-09-12,2023-10-09,2024-11-11 09:19:27,2024-11-11 09:19:27
959,2933,negotiation,2024-05-20,2022-10-29,2024-11-11 09:19:27,2024-11-11 09:19:27
960,8798,proposal,2023-10-02,2024-07-08,2024-11-11 09:19:27,2024-11-11 09:19:27
961,40,negotiation,2023-10-28,2023-02-03,2024-11-11 09:19:27,2024-11-11 09:19:27
962,7996,proposal,2023-07-13,2023-11-11,2024-11-11 09:19:27,2024-11-11 09:19:27
963,2992,discovery,2024-01-30,2023-03-15,2024-11-11 09:19:27,2024-11-11 09:19:27
964,9628,negotiation,2022-10-23,2023-07-19,2024-11-11 09:19:27,2024-11-11 09:19:27
965,6031,discovery,2024-08-27,2022-12-09,2024-11-11 09:19:27,2024-11-11 09:19:27
966,2544,discovery,2023-07-31,2023-05-04,2024-11-11 09:19:27,2024-11-11 09:19:27
967,9249,proposal,2023-01-12,2023-10-10,2024-11-11 09:19:27,2024-11-11 09:19:27
968,9364,discovery,2024-09-14,2023-03-06,2024-11-11 09:19:27,2024-11-11 09:19:27
969,5193,discovery,2023-11-06,2024-07-24,2024-11-11 09:19:27,2024-11-11 09:19:27
970,1316,proposal,2023-04-25,2023-08-18,2024-11-11 09:19:27,2024-11-11 09:19:27
971,2223,discovery,2024-07-15,2023-12-09,2024-11-11 09:19:27,2024-11-11 09:19:27
972,617,discovery,2024-03-11,2023-01-25,2024-11-11 09:19:27,2024-11-11 09:19:27
973,780,proposal,2024-05-31,2023-07-27,2024-11-11 09:19:27,2024-11-11 09:19:27
974,5213,negotiation,2023-03-22,2024-06-24,2024-11-11 09:19:27,2024-11-11 09:19:27
975,2595,negotiation,2024-05-12,2023-04-12,2024-11-11 09:19:27,2024-11-11 09:19:27
976,5638,discovery,2023-01-06,2023-03-24,2024-11-11 09:19:27,2024-11-11 09:19:27
977,835,negotiation,2023-09-12,2023-03-04,2024-11-11 09:19:27,2024-11-11 09:19:27
978,8879,discovery,2024-03-22,2023-01-02,2024-11-11 09:19:27,2024-11-11 09:19:27
979,2950,proposal,2023-12-25,2024-02-01,2024-11-11 09:19:27,2024-11-11 09:19:27
980,4632,negotiation,2024-01-06,2024-01-13,2024-11-11 09:19:27,2024-11-11 09:19:27
981,2482,proposal,2023-07-14,2024-09-14,2024-11-11 09:19:27,2024-11-11 09:19:27
982,2098,proposal,2023-09-09,2024-09-10,2024-11-11 09:19:27,2024-11-11 09:19:27
983,1342,proposal,2023-12-23,2024-01-30,2024-11-11 09:19:27,2024-11-11 09:19:27
984,1911,discovery,2023-09-25,2023-02-06,2024-11-11 09:19:27,2024-11-11 09:19:27
985,5044,proposal,2023-01-27,2024-10-10,2024-11-11 09:19:27,2024-11-11 09:19:27
986,5293,negotiation,2024-09-19,2024-09-27,2024-11-11 09:19:27,2024-11-11 09:19:27
987,3319,negotiation,2022-11-21,2023-04-18,2024-11-11 09:19:27,2024-11-11 09:19:27
988,15,discovery,2024-07-07,2023-11-23,2024-11-11 09:19:27,2024-11-11 09:19:27
989,9406,discovery,2023-04-17,2024-05-23,2024-11-11 09:19:27,2024-11-11 09:19:27
990,2473,discovery,2024-03-08,2024-01-27,2024-11-11 09:19:27,2024-11-11 09:19:27
991,2623,proposal,2023-08-27,2024-09-09,2024-11-11 09:19:27,2024-11-11 09:19:27
992,1803,discovery,2024-09-17,2023-11-11,2024-11-11 09:19:27,2024-11-11 09:19:27
993,5998,discovery,2023-03-08,2023-02-26,2024-11-11 09:19:27,2024-11-11 09:19:27
994,8991,proposal,2022-10-22,2023-11-15,2024-11-11 09:19:27,2024-11-11 09:19:27
995,235,negotiation,2022-11-27,2024-02-20,2024-11-11 09:19:27,2024-11-11 09:19:27
996,8194,proposal,2022-11-11,2024-02-06,2024-11-11 09:19:27,2024-11-11 09:19:27
997,4056,negotiation,2023-11-07,2023-11-09,2024-11-11 09:19:27,2024-11-11 09:19:27
998,846,proposal,2023-05-21,2024-10-06,2024-11-11 09:19:27,2024-11-11 09:19:27
999,3640,negotiation,2023-07-04,2022-11-17,2024-11-11 09:19:27,2024-11-11 09:19:27
1000,597,proposal,2023-10-23,2022-12-08,2024-11-11 09:19:27,2024-11-11 09:19:27
1001,6474,proposal,2023-08-26,2023-08-19,2024-11-11 09:19:27,2024-11-11 09:19:27
1002,3462,proposal,2024-10-19,2024-01-31,2024-11-11 09:19:27,2024-11-11 09:19:27
1003,51,negotiation,2023-05-31,2024-07-19,2024-11-11 09:19:27,2024-11-11 09:19:27
1004,9292,negotiation,2023-09-06,2024-05-20,2024-11-11 09:19:27,2024-11-11 09:19:27
1005,2145,negotiation,2023-03-30,2022-11-17,2024-11-11 09:19:27,2024-11-11 09:19:27
1006,5792,discovery,2024-08-26,2024-01-28,2024-11-11 09:19:27,2024-11-11 09:19:27
1007,5448,discovery,2024-07-23,2024-06-13,2024-11-11 09:19:27,2024-11-11 09:19:27
1008,6301,negotiation,2022-11-08,2022-12-18,2024-11-11 09:19:27,2024-11-11 09:19:27
1009,8485,discovery,2022-12-14,2023-07-12,2024-11-11 09:19:27,2024-11-11 09:19:27
1010,7118,proposal,2023-06-23,2024-02-12,2024-11-11 09:19:27,2024-11-11 09:19:27
1011,7590,negotiation,2024-09-23,2023-10-26,2024-11-11 09:19:27,2024-11-11 09:19:27
1012,6673,proposal,2022-11-05,2022-11-03,2024-11-11 09:19:27,2024-11-11 09:19:27
1013,4282,proposal,2024-04-20,2023-11-27,2024-11-11 09:19:27,2024-11-11 09:19:27
1014,3465,proposal,2023-05-25,2023-02-03,2024-11-11 09:19:27,2024-11-11 09:19:27
1015,3655,proposal,2023-07-22,2024-05-08,2024-11-11 09:19:27,2024-11-11 09:19:27
1016,9752,negotiation,2024-05-09,2024-01-28,2024-11-11 09:19:27,2024-11-11 09:19:27
1017,8676,negotiation,2023-06-09,2024-07-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1018,5379,proposal,2023-05-10,2023-01-03,2024-11-11 09:19:27,2024-11-11 09:19:27
1019,9853,negotiation,2024-01-19,2023-11-29,2024-11-11 09:19:27,2024-11-11 09:19:27
1020,6813,negotiation,2023-04-02,2023-10-08,2024-11-11 09:19:27,2024-11-11 09:19:27
1021,1310,proposal,2024-07-26,2024-08-30,2024-11-11 09:19:27,2024-11-11 09:19:27
1022,9329,discovery,2024-07-16,2024-10-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1023,2751,discovery,2024-06-08,2023-06-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1024,8064,negotiation,2024-02-19,2024-01-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1025,5757,proposal,2023-03-09,2023-07-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1026,5580,negotiation,2023-04-14,2022-12-26,2024-11-11 09:19:27,2024-11-11 09:19:27
1027,243,proposal,2022-12-15,2024-03-24,2024-11-11 09:19:27,2024-11-11 09:19:27
1028,2950,discovery,2024-06-02,2024-04-07,2024-11-11 09:19:27,2024-11-11 09:19:27
1029,5371,discovery,2024-01-18,2024-04-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1030,655,discovery,2023-07-08,2024-02-12,2024-11-11 09:19:27,2024-11-11 09:19:27
1031,6072,negotiation,2024-02-24,2023-10-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1032,1208,negotiation,2023-05-26,2024-04-14,2024-11-11 09:19:27,2024-11-11 09:19:27
1033,3858,proposal,2023-08-10,2024-04-19,2024-11-11 09:19:27,2024-11-11 09:19:27
1034,9673,proposal,2023-12-18,2024-09-10,2024-11-11 09:19:27,2024-11-11 09:19:27
1035,4573,discovery,2024-03-19,2022-10-29,2024-11-11 09:19:27,2024-11-11 09:19:27
1036,708,negotiation,2023-07-13,2023-05-04,2024-11-11 09:19:27,2024-11-11 09:19:27
1037,339,negotiation,2024-01-24,2022-11-04,2024-11-11 09:19:27,2024-11-11 09:19:27
1038,3351,proposal,2024-04-20,2024-08-26,2024-11-11 09:19:27,2024-11-11 09:19:27
1039,9308,negotiation,2022-10-31,2023-10-10,2024-11-11 09:19:27,2024-11-11 09:19:27
1040,5434,negotiation,2023-01-11,2024-07-21,2024-11-11 09:19:27,2024-11-11 09:19:27
1041,3148,negotiation,2024-05-05,2024-07-25,2024-11-11 09:19:27,2024-11-11 09:19:27
1042,6340,proposal,2023-11-05,2023-07-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1043,2359,proposal,2024-03-02,2023-04-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1044,9545,proposal,2022-12-19,2024-03-22,2024-11-11 09:19:27,2024-11-11 09:19:27
1045,1272,discovery,2024-08-27,2024-09-03,2024-11-11 09:19:27,2024-11-11 09:19:27
1046,3747,negotiation,2024-07-14,2024-06-16,2024-11-11 09:19:27,2024-11-11 09:19:27
1047,8936,discovery,2023-08-11,2024-02-19,2024-11-11 09:19:27,2024-11-11 09:19:27
1048,1980,proposal,2023-02-18,2022-12-07,2024-11-11 09:19:27,2024-11-11 09:19:27
1049,8223,negotiation,2023-01-24,2024-06-16,2024-11-11 09:19:27,2024-11-11 09:19:27
1050,5374,proposal,2022-12-25,2024-08-18,2024-11-11 09:19:27,2024-11-11 09:19:27
1051,215,proposal,2024-01-14,2024-04-21,2024-11-11 09:19:27,2024-11-11 09:19:27
1052,5891,proposal,2023-02-18,2023-03-01,2024-11-11 09:19:27,2024-11-11 09:19:27
1053,9621,discovery,2023-12-29,2023-06-13,2024-11-11 09:19:27,2024-11-11 09:19:27
1054,388,negotiation,2024-09-20,2024-06-08,2024-11-11 09:19:27,2024-11-11 09:19:27
1055,9140,proposal,2024-01-11,2024-08-12,2024-11-11 09:19:27,2024-11-11 09:19:27
1056,7479,proposal,2024-10-09,2023-07-25,2024-11-11 09:19:27,2024-11-11 09:19:27
1057,2424,proposal,2024-02-10,2023-12-22,2024-11-11 09:19:27,2024-11-11 09:19:27
1058,1124,negotiation,2024-09-25,2023-05-31,2024-11-11 09:19:27,2024-11-11 09:19:27
1059,571,proposal,2024-07-27,2024-03-19,2024-11-11 09:19:27,2024-11-11 09:19:27
1060,491,discovery,2023-10-05,2024-02-03,2024-11-11 09:19:27,2024-11-11 09:19:27
1061,2453,discovery,2023-11-13,2023-09-22,2024-11-11 09:19:27,2024-11-11 09:19:27
1062,4497,discovery,2023-01-10,2024-02-07,2024-11-11 09:19:27,2024-11-11 09:19:27
1063,5388,negotiation,2024-10-11,2023-02-25,2024-11-11 09:19:27,2024-11-11 09:19:27
1064,6755,negotiation,2022-11-15,2023-09-24,2024-11-11 09:19:27,2024-11-11 09:19:27
1065,1307,proposal,2023-12-07,2022-11-10,2024-11-11 09:19:27,2024-11-11 09:19:27
1066,5815,proposal,2023-07-06,2023-07-04,2024-11-11 09:19:27,2024-11-11 09:19:27
1067,7523,discovery,2023-07-03,2023-12-28,2024-11-11 09:19:27,2024-11-11 09:19:27
1068,1016,discovery,2024-05-13,2023-07-24,2024-11-11 09:19:27,2024-11-11 09:19:27
1069,1023,discovery,2023-08-20,2023-01-31,2024-11-11 09:19:27,2024-11-11 09:19:27
1070,7253,negotiation,2024-03-23,2022-11-06,2024-11-11 09:19:27,2024-11-11 09:19:27
1071,2601,discovery,2023-01-22,2024-05-25,2024-11-11 09:19:27,2024-11-11 09:19:27
1072,6958,proposal,2024-01-07,2023-01-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1073,180,negotiation,2024-04-06,2024-07-15,2024-11-11 09:19:27,2024-11-11 09:19:27
1074,5000,proposal,2024-04-29,2023-12-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1075,7722,negotiation,2024-08-25,2023-03-16,2024-11-11 09:19:27,2024-11-11 09:19:27
1076,8469,discovery,2023-11-12,2024-05-17,2024-11-11 09:19:27,2024-11-11 09:19:27
1077,6662,discovery,2024-03-26,2023-07-23,2024-11-11 09:19:27,2024-11-11 09:19:27
1078,7704,discovery,2024-03-31,2024-05-01,2024-11-11 09:19:27,2024-11-11 09:19:27
1079,9765,negotiation,2023-05-30,2024-03-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1080,1843,negotiation,2023-02-07,2023-04-20,2024-11-11 09:19:27,2024-11-11 09:19:27
1081,2660,discovery,2023-03-24,2024-09-15,2024-11-11 09:19:27,2024-11-11 09:19:27
1082,3264,discovery,2023-10-22,2023-07-08,2024-11-11 09:19:27,2024-11-11 09:19:27
1083,5788,discovery,2024-10-15,2023-02-06,2024-11-11 09:19:27,2024-11-11 09:19:27
1084,3398,discovery,2024-09-26,2024-09-27,2024-11-11 09:19:27,2024-11-11 09:19:27
1085,7303,discovery,2022-12-12,2023-12-16,2024-11-11 09:19:27,2024-11-11 09:19:27
1086,9074,discovery,2024-09-24,2023-04-21,2024-11-11 09:19:27,2024-11-11 09:19:27
1087,2554,negotiation,2024-10-12,2023-05-26,2024-11-11 09:19:27,2024-11-11 09:19:27
1088,8431,negotiation,2023-04-07,2023-03-30,2024-11-11 09:19:27,2024-11-11 09:19:27
1089,477,discovery,2024-09-15,2022-11-21,2024-11-11 09:19:27,2024-11-11 09:19:27
1090,2029,negotiation,2024-06-27,2023-05-01,2024-11-11 09:19:27,2024-11-11 09:19:27
1091,3385,negotiation,2023-06-17,2023-04-19,2024-11-11 09:19:27,2024-11-11 09:19:27
1092,6505,negotiation,2023-07-04,2024-02-23,2024-11-11 09:19:27,2024-11-11 09:19:27
1093,3543,negotiation,2023-10-08,2024-09-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1094,9851,discovery,2023-12-08,2023-08-07,2024-11-11 09:19:27,2024-11-11 09:19:27
1095,714,discovery,2023-03-13,2022-10-28,2024-11-11 09:19:27,2024-11-11 09:19:27
1096,7805,proposal,2024-09-27,2023-09-15,2024-11-11 09:19:27,2024-11-11 09:19:27
1097,20,proposal,2024-04-27,2022-11-15,2024-11-11 09:19:27,2024-11-11 09:19:27
1098,4663,proposal,2022-11-05,2023-12-10,2024-11-11 09:19:27,2024-11-11 09:19:27
1099,2767,proposal,2023-04-17,2022-12-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1100,8870,discovery,2024-03-16,2023-06-08,2024-11-11 09:19:27,2024-11-11 09:19:27
1101,6821,negotiation,2024-02-13,2023-01-29,2024-11-11 09:19:27,2024-11-11 09:19:27
1102,6049,negotiation,2023-04-28,2024-01-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1103,3423,discovery,2024-02-19,2024-05-14,2024-11-11 09:19:27,2024-11-11 09:19:27
1104,1982,discovery,2022-11-12,2024-02-20,2024-11-11 09:19:27,2024-11-11 09:19:27
1105,7511,negotiation,2023-11-06,2023-10-17,2024-11-11 09:19:27,2024-11-11 09:19:27
1106,1918,proposal,2022-11-20,2024-04-04,2024-11-11 09:19:27,2024-11-11 09:19:27
1107,3493,negotiation,2024-08-24,2024-04-22,2024-11-11 09:19:27,2024-11-11 09:19:27
1108,9837,negotiation,2023-05-28,2023-06-21,2024-11-11 09:19:27,2024-11-11 09:19:27
1109,7150,discovery,2023-01-12,2023-05-03,2024-11-11 09:19:27,2024-11-11 09:19:27
1110,2903,negotiation,2023-06-18,2024-07-24,2024-11-11 09:19:27,2024-11-11 09:19:27
1111,8702,proposal,2023-09-15,2022-11-20,2024-11-11 09:19:27,2024-11-11 09:19:27
1112,4688,discovery,2023-05-25,2024-01-22,2024-11-11 09:19:27,2024-11-11 09:19:27
1113,6131,discovery,2024-01-19,2023-09-22,2024-11-11 09:19:27,2024-11-11 09:19:27
1114,8100,proposal,2024-04-12,2023-02-04,2024-11-11 09:19:27,2024-11-11 09:19:27
1115,9489,discovery,2023-10-29,2024-01-12,2024-11-11 09:19:27,2024-11-11 09:19:27
1116,3904,discovery,2023-10-31,2023-08-29,2024-11-11 09:19:27,2024-11-11 09:19:27
1117,9241,discovery,2023-12-10,2024-04-23,2024-11-11 09:19:27,2024-11-11 09:19:27
1118,9102,discovery,2024-03-07,2023-04-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1119,7673,discovery,2024-03-13,2024-03-31,2024-11-11 09:19:27,2024-11-11 09:19:27
1120,6697,negotiation,2023-03-16,2022-10-28,2024-11-11 09:19:27,2024-11-11 09:19:27
1121,1006,negotiation,2023-01-02,2023-10-31,2024-11-11 09:19:27,2024-11-11 09:19:27
1122,5632,proposal,2024-05-05,2023-02-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1123,8396,proposal,2024-01-17,2024-08-23,2024-11-11 09:19:27,2024-11-11 09:19:27
1124,7250,negotiation,2023-11-03,2024-04-01,2024-11-11 09:19:27,2024-11-11 09:19:27
1125,8098,discovery,2022-12-25,2023-05-09,2024-11-11 09:19:27,2024-11-11 09:19:27
1126,408,discovery,2024-09-15,2024-01-15,2024-11-11 09:19:27,2024-11-11 09:19:27
1127,8517,discovery,2023-09-27,2024-04-19,2024-11-11 09:19:27,2024-11-11 09:19:27
1128,5322,discovery,2023-11-27,2023-11-27,2024-11-11 09:19:27,2024-11-11 09:19:27
1129,6804,negotiation,2023-09-12,2022-10-26,2024-11-11 09:19:27,2024-11-11 09:19:27
1130,1882,negotiation,2023-12-26,2024-10-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1131,2635,proposal,2024-01-29,2023-01-20,2024-11-11 09:19:27,2024-11-11 09:19:27
1132,9231,discovery,2023-12-27,2024-02-03,2024-11-11 09:19:27,2024-11-11 09:19:27
1133,4165,negotiation,2023-12-20,2023-06-20,2024-11-11 09:19:27,2024-11-11 09:19:27
1134,7005,proposal,2024-03-20,2023-09-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1135,8864,proposal,2023-12-15,2023-03-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1136,5225,proposal,2023-12-19,2024-01-02,2024-11-11 09:19:27,2024-11-11 09:19:27
1137,4649,discovery,2023-08-07,2023-03-15,2024-11-11 09:19:27,2024-11-11 09:19:27
1138,7865,negotiation,2024-09-08,2024-08-18,2024-11-11 09:19:27,2024-11-11 09:19:27
1139,6420,proposal,2023-09-30,2024-01-17,2024-11-11 09:19:27,2024-11-11 09:19:27
1140,4308,discovery,2023-05-06,2024-04-14,2024-11-11 09:19:27,2024-11-11 09:19:27
1141,6567,negotiation,2023-10-29,2024-10-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1142,170,negotiation,2023-08-28,2023-08-08,2024-11-11 09:19:27,2024-11-11 09:19:27
1143,7907,discovery,2024-05-12,2023-11-05,2024-11-11 09:19:27,2024-11-11 09:19:27
1144,8502,discovery,2023-02-18,2023-09-16,2024-11-11 09:19:27,2024-11-11 09:19:27
1145,566,proposal,2023-09-15,2023-12-06,2024-11-11 09:19:27,2024-11-11 09:19:27
