LeadID,CustomerID,LeadSource,CreatedDate,LeadStatus,created_at,updated_at
1920,3894,website,2023-07-07,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1921,806,email campaign,2024-07-25,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1922,3047,website,2023-04-07,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1923,381,email campaign,2023-04-01,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1924,2174,website,2023-02-09,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1925,1008,email campaign,2023-10-27,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1926,2772,email campaign,2023-06-02,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1927,1506,website,2022-12-16,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1928,326,website,2024-04-04,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1929,4194,website,2024-09-05,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1930,1808,email campaign,2023-10-31,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1931,225,website,2024-02-02,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1932,1084,website,2023-10-28,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1933,2976,website,2024-03-09,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1934,738,email campaign,2023-05-04,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1935,4098,email campaign,2023-02-26,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1936,3963,email campaign,2024-09-28,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1937,2336,email campaign,2023-07-17,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1938,3991,email campaign,2023-06-17,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1939,3864,email campaign,2023-07-22,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1940,704,website,2023-01-13,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1941,156,website,2023-10-03,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1942,2552,website,2024-03-26,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1943,1290,email campaign,2024-06-21,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1944,2072,website,2023-01-07,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1945,2617,website,2023-08-26,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1946,382,email campaign,2023-08-13,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1947,43,email campaign,2023-04-22,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1948,2514,website,2024-01-20,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1949,297,website,2022-11-30,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1950,237,website,2024-05-15,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1951,4473,email campaign,2022-12-13,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1952,3066,email campaign,2024-03-21,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1953,4585,email campaign,2023-04-12,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1954,4924,website,2023-03-12,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1955,3070,email campaign,2023-08-13,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1956,985,email campaign,2024-01-14,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1957,4822,website,2023-02-19,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1958,4295,website,2023-08-03,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1959,2075,website,2024-05-11,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1960,3686,email campaign,2024-02-28,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1961,3082,website,2023-07-03,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1962,1438,website,2023-07-09,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1963,523,email campaign,2023-02-07,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1964,1531,email campaign,2024-09-05,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1965,417,email campaign,2023-01-13,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1966,1281,email campaign,2023-01-08,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1967,300,website,2024-03-12,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1968,426,website,2024-01-28,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1969,2124,email campaign,2024-09-09,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1970,4965,email campaign,2024-08-12,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1971,771,email campaign,2024-01-24,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1972,160,email campaign,2024-08-04,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1973,3421,email campaign,2023-06-16,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1974,4290,website,2023-11-22,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1975,1463,website,2024-01-30,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1976,1394,email campaign,2024-07-25,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1977,4444,email campaign,2022-11-17,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1978,1863,website,2024-03-04,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1979,702,email campaign,2023-03-18,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1980,1223,email campaign,2023-12-31,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1981,2469,email campaign,2024-08-03,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1982,2615,email campaign,2023-08-02,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1983,1937,website,2023-03-31,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1984,4544,website,2023-12-25,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1985,4657,website,2024-03-30,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1986,1690,email campaign,2024-07-30,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1987,3454,email campaign,2023-12-20,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1988,3339,email campaign,2023-07-09,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1989,4398,email campaign,2023-12-01,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1990,2067,email campaign,2023-09-04,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1991,4293,website,2024-05-09,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1992,4736,email campaign,2023-04-20,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1993,76,website,2023-11-05,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1994,1007,email campaign,2024-03-12,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1995,104,email campaign,2023-04-08,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1996,1655,website,2023-08-28,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
1997,3124,email campaign,2023-01-02,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
1998,4443,email campaign,2024-02-05,open,2024-11-11 09:19:27,2024-11-11 09:19:27
1999,2581,website,2023-05-27,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2000,289,website,2022-11-19,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2001,1160,website,2023-06-30,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2002,4416,email campaign,2023-04-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2003,3952,website,2023-12-14,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2004,2232,website,2023-01-15,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2005,1500,email campaign,2024-08-02,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2006,355,email campaign,2023-04-13,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2007,1101,website,2023-01-22,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2008,4174,website,2023-09-02,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2009,51,email campaign,2023-07-24,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2010,533,email campaign,2022-11-05,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2011,1492,website,2023-12-30,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2012,293,email campaign,2024-06-04,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2013,780,website,2024-06-24,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2014,4288,email campaign,2024-06-13,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2015,3333,website,2023-05-06,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2016,3334,email campaign,2024-10-11,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2017,1421,email campaign,2023-08-20,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2018,2625,website,2023-07-14,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2019,1151,email campaign,2023-08-22,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2020,4257,website,2022-11-01,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2021,1700,email campaign,2023-08-26,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2022,2994,email campaign,2024-01-30,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2023,1180,email campaign,2024-06-08,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2024,1790,website,2022-12-01,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2025,689,website,2023-08-11,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2026,1398,email campaign,2023-09-03,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2027,954,website,2022-11-19,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2028,2899,email campaign,2024-09-12,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2029,299,website,2024-09-25,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2030,4195,website,2024-04-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2031,204,website,2023-03-13,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2032,447,email campaign,2024-07-06,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2033,2639,website,2022-12-25,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2034,228,email campaign,2024-01-10,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2035,2629,email campaign,2023-05-26,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2036,330,email campaign,2024-08-22,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2037,1333,website,2023-03-22,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2038,4053,email campaign,2024-05-21,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2039,985,website,2022-12-09,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2040,1764,website,2024-02-19,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2041,196,website,2023-07-08,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2042,4046,website,2024-04-07,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2043,4316,website,2023-07-17,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2044,3511,website,2024-09-27,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2045,3506,website,2024-07-02,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2046,1405,email campaign,2022-12-29,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2047,1803,email campaign,2023-02-22,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2048,2559,website,2023-11-13,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2049,2796,website,2023-09-03,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2050,1659,website,2024-05-14,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2051,121,website,2024-07-26,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2052,3881,email campaign,2022-11-04,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2053,2349,email campaign,2024-05-13,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2054,1016,email campaign,2023-02-17,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2055,1982,website,2024-07-15,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2056,701,website,2023-01-31,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2057,791,email campaign,2024-01-27,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2058,2288,email campaign,2022-11-10,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2059,3324,email campaign,2022-11-13,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2060,335,website,2023-12-13,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2061,1935,website,2023-06-23,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2062,4650,email campaign,2023-07-21,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2063,1249,email campaign,2022-11-26,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2064,4197,website,2023-04-01,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2065,2931,email campaign,2022-12-25,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2066,2540,email campaign,2023-03-15,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2067,120,email campaign,2023-05-31,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2068,1849,website,2024-04-06,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2069,4213,email campaign,2023-11-24,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2070,1300,email campaign,2024-08-26,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2071,3149,email campaign,2023-07-26,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2072,4592,email campaign,2024-10-06,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2073,2726,website,2022-11-11,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2074,311,website,2023-08-10,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2075,920,email campaign,2023-04-19,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2076,1050,email campaign,2023-08-09,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2077,1494,website,2023-10-19,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2078,4885,website,2023-03-15,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2079,4589,website,2024-01-15,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2080,4582,email campaign,2023-08-28,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2081,1460,email campaign,2023-02-22,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2082,1677,website,2023-11-07,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2083,2972,email campaign,2023-11-26,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2084,342,email campaign,2023-03-03,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2085,4237,email campaign,2023-11-19,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2086,4114,email campaign,2023-01-17,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2087,2773,website,2024-04-08,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2088,1737,email campaign,2024-07-05,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2089,509,email campaign,2023-12-12,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2090,431,email campaign,2024-07-11,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2091,2926,website,2023-03-06,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2092,3468,website,2024-01-20,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2093,2753,email campaign,2023-01-25,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2094,4595,email campaign,2024-05-11,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2095,1911,website,2024-08-16,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2096,4780,email campaign,2024-08-13,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2097,4037,website,2024-03-20,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2098,1984,website,2023-08-27,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2099,238,website,2023-12-15,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2100,3760,website,2023-04-11,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2101,3172,website,2023-09-26,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2102,2038,website,2024-09-25,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2103,3312,website,2023-04-25,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2104,2366,email campaign,2024-05-25,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2105,2042,email campaign,2023-10-05,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2106,4356,email campaign,2023-07-02,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2107,1096,website,2023-07-15,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2108,418,email campaign,2024-01-16,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2109,2335,email campaign,2024-05-15,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2110,494,website,2024-07-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2111,600,email campaign,2022-10-22,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2112,3261,website,2023-04-25,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2113,724,email campaign,2023-11-19,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2114,143,email campaign,2023-04-08,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2115,4339,website,2024-01-07,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2116,214,website,2023-09-05,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2117,678,website,2023-04-15,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2118,3027,website,2022-12-23,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2119,1018,website,2023-08-11,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2120,1360,email campaign,2024-09-16,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2121,469,email campaign,2022-12-16,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2122,258,website,2022-12-26,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2123,4495,website,2023-05-30,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2124,4662,email campaign,2023-11-27,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2125,2138,email campaign,2024-09-06,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2126,2461,website,2024-02-07,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2127,815,email campaign,2023-03-18,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2128,1216,email campaign,2024-05-19,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2129,1932,website,2024-05-04,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2130,1113,website,2022-11-28,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2131,3625,email campaign,2023-07-08,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2132,4451,email campaign,2023-12-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2133,1092,website,2024-02-18,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2134,4605,website,2024-06-20,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2135,1028,website,2024-09-22,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2136,373,email campaign,2024-04-01,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2137,3156,email campaign,2023-03-22,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2138,2271,website,2024-07-06,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2139,1336,email campaign,2024-03-30,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2140,1281,website,2023-07-13,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2141,113,website,2023-03-07,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2142,3387,email campaign,2024-09-19,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2143,2702,website,2024-04-05,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2144,2683,website,2023-04-10,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2145,2426,email campaign,2024-02-18,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2146,1078,email campaign,2024-01-07,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2147,4854,website,2022-12-06,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2148,455,email campaign,2023-12-19,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2149,4514,website,2023-10-08,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2150,3226,website,2024-02-23,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2151,3233,website,2023-07-14,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2152,4777,website,2024-02-22,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2153,4022,website,2024-08-11,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2154,667,email campaign,2023-05-12,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2155,2245,website,2024-06-08,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2156,305,email campaign,2023-02-02,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2157,191,email campaign,2023-09-05,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2158,1695,email campaign,2023-07-17,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2159,1370,website,2023-04-24,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2160,44,email campaign,2023-08-06,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2161,2802,email campaign,2023-11-10,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2162,3068,email campaign,2024-08-26,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2163,178,email campaign,2023-06-24,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2164,567,email campaign,2022-11-18,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2165,2749,website,2023-08-20,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2166,2252,website,2023-11-26,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2167,1476,email campaign,2022-11-17,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2168,4407,email campaign,2023-05-10,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2169,633,email campaign,2023-04-21,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2170,2461,website,2024-10-05,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2171,3481,website,2023-11-05,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2172,2428,website,2024-04-13,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2173,1696,email campaign,2024-06-02,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2174,1875,website,2023-12-10,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2175,2288,website,2023-12-28,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2176,4802,email campaign,2022-10-27,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2177,4865,website,2023-11-07,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2178,2887,email campaign,2024-01-25,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2179,4914,website,2022-10-25,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2180,4620,website,2023-08-10,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2181,4732,website,2023-05-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2182,1798,website,2023-06-16,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2183,2548,website,2022-11-02,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2184,259,website,2024-03-17,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2185,4983,email campaign,2023-03-09,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2186,2865,email campaign,2024-06-19,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2187,3467,email campaign,2023-02-21,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2188,4211,website,2024-08-14,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2189,3155,email campaign,2023-06-23,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2190,1337,website,2023-07-08,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2191,2038,website,2023-02-28,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2192,3785,website,2023-01-03,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2193,523,website,2024-10-18,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2194,405,website,2023-02-04,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2195,2165,website,2024-05-13,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2196,2459,email campaign,2024-09-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2197,1967,website,2024-02-12,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2198,495,email campaign,2023-03-29,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2199,4080,email campaign,2023-06-29,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2200,650,email campaign,2024-08-12,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2201,4148,website,2024-07-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2202,808,website,2024-08-03,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2203,3486,email campaign,2023-01-07,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2204,3833,email campaign,2023-03-15,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2205,4089,website,2022-12-16,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2206,4170,email campaign,2024-02-06,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2207,1101,email campaign,2024-02-09,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2208,2909,website,2023-06-19,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2209,4653,email campaign,2022-12-31,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2210,729,website,2023-07-11,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2211,4958,website,2023-05-07,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2212,4978,website,2023-05-24,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2213,3303,email campaign,2024-02-26,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2214,1772,website,2024-03-19,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2215,1394,email campaign,2024-07-07,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2216,4086,website,2024-09-20,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2217,2801,email campaign,2022-11-10,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2218,3028,website,2024-09-28,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2219,622,email campaign,2024-08-24,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
2220,3044,website,2023-12-22,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2221,3990,website,2024-06-29,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2222,3526,website,2023-10-06,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2223,3134,website,2023-02-17,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2224,419,email campaign,2024-03-30,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2225,770,email campaign,2024-03-19,converted,2024-11-11 09:19:27,2024-11-11 09:19:27
2226,189,email campaign,2023-06-07,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2227,4085,email campaign,2023-09-07,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2228,391,website,2023-01-12,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2229,189,website,2022-11-23,open,2024-11-11 09:19:27,2024-11-11 09:19:27
2230,1148,website,2023-03-05,closed,2024-11-11 09:19:27,2024-11-11 09:19:27
