OpportunityID,CustomerID,OpportunityStage,CloseDate,ExpectedRevenue
2492,3655,prospecting,2023-05-13,24744.562780502394
2493,4082,negotiation,2023-06-09,17113.661280858425
2494,848,won,2023-06-15,45204.29362424558
2495,4037,won,2023-06-21,48593.40975160296
2496,3738,prospecting,2024-04-26,26999.958037724686
2497,4664,negotiation,2024-08-30,47836.06687909943
2498,1238,negotiation,2024-04-16,26034.731208292178
2499,940,won,2024-09-22,46005.20635944861
2500,1909,won,2023-11-02,3960.7983194425024
2501,4130,negotiation,2022-12-09,1458.8575994042747
2502,1498,negotiation,2023-02-12,17670.5907186296
2503,4353,prospecting,2024-02-14,17800.706775713217
2504,3264,prospecting,2024-01-13,6665.802573403621
2505,3801,won,2024-06-25,9429.342196428779
2506,456,prospecting,2023-02-11,47563.14467915599
2507,2953,won,2024-10-07,29098.034227652082
2508,1833,won,2023-10-16,26448.847866895343
2509,4584,prospecting,2023-02-07,13510.23504491892
2510,175,prospecting,2024-01-05,16951.6673780938
2511,2300,negotiation,2024-06-12,6969.356482722417
2512,2547,won,2024-05-01,26216.96840588763
2513,2540,won,2023-03-11,14290.734538259894
2514,1188,negotiation,2023-08-28,11322.968822318922
2515,1054,won,2023-04-30,16836.401513584595
2516,3911,negotiation,2024-04-16,9343.997031706676
2517,3862,won,2023-04-23,23322.59964649845
2518,2455,negotiation,2024-04-08,35501.29067779171
2519,732,won,2024-06-24,40340.91397700593
2520,954,prospecting,2022-12-31,20698.711771862563
2521,4712,prospecting,2024-06-13,14394.633755168472
2522,89,negotiation,2023-10-07,40560.15272278514
2523,965,negotiation,2023-07-11,32680.028031599704
2524,1606,won,2023-09-15,48350.832865639124
2525,3095,negotiation,2022-10-29,24651.79949531767
2526,847,negotiation,2023-01-07,27193.972524737797
2527,1934,won,2023-12-06,15334.779778041971
2528,1346,prospecting,2024-05-16,38628.8689264701
2529,3862,prospecting,2023-12-31,23795.906242242363
2530,1476,won,2023-01-18,27599.293782539415
2531,207,prospecting,2023-01-01,32606.8868166714
2532,1429,prospecting,2023-05-09,2583.160930404497
2533,2631,negotiation,2024-07-17,14465.848374972016
2534,913,won,2023-11-15,19404.82780461286
2535,2679,negotiation,2024-05-17,46753.937768563665
2536,1492,negotiation,2022-12-15,31176.72081567911
2537,1992,prospecting,2022-12-16,19166.58123738129
2538,1478,negotiation,2023-12-03,27601.832192970898
2539,4381,won,2023-11-01,38811.64963531674
2540,4896,won,2023-12-13,21572.857524600273
2541,2515,won,2024-07-17,20512.384141661965
2542,1522,prospecting,2022-12-02,45517.73858555629
2543,4468,negotiation,2023-03-10,24681.452406858247
2544,1077,prospecting,2024-02-06,16789.575781632124
2545,55,won,2023-05-30,45128.78672765179
2546,1879,prospecting,2024-09-25,7893.016461380295
2547,148,prospecting,2023-08-23,38184.08037495705
2548,297,negotiation,2023-07-19,23102.37893801121
2549,2247,negotiation,2023-02-16,31992.84595044917
2550,1041,won,2023-03-31,36687.25186120287
2551,2544,negotiation,2024-02-28,38815.42100120937
2552,2771,won,2024-08-22,11805.668969747008
2553,1536,negotiation,2023-10-12,21675.220049882028
2554,61,negotiation,2023-08-23,17458.50014450734
2555,4481,won,2023-06-01,8302.644861966935
2556,1790,prospecting,2023-04-18,45959.943510970734
2557,4032,prospecting,2023-03-01,20287.59977337374
2558,1252,negotiation,2023-11-14,43107.15821265445
2559,3258,prospecting,2023-08-03,13108.567136746136
2560,2216,negotiation,2024-04-23,34112.58607962427
2561,330,negotiation,2023-10-09,8966.579988766327
2562,4729,won,2023-01-25,2967.0901317316584
2563,4993,negotiation,2024-08-21,2777.874123219745
2564,4571,negotiation,2023-01-07,47072.245841502256
2565,4234,prospecting,2023-02-11,22766.262961793316
2566,2646,negotiation,2024-01-28,47310.004566065254
2567,1970,negotiation,2023-02-10,19496.18284992292
2568,2796,won,2024-01-07,45102.269224890646
2569,4349,negotiation,2023-10-06,34209.47051139222
2570,1688,negotiation,2023-05-21,8927.217829879932
2571,3179,won,2023-11-21,44322.219434351646
2572,4938,negotiation,2023-10-26,19643.574766408132
2573,3412,won,2023-11-17,32243.875744302997
2574,2770,prospecting,2024-10-12,45783.97677586207
2575,591,won,2023-10-19,28725.970231880325
2576,90,prospecting,2023-12-23,46863.18295823179
2577,1336,won,2024-05-09,22773.171667657713
2578,1822,won,2024-08-06,42756.71196985985
2579,3476,won,2022-12-30,37002.134584859705
2580,2810,negotiation,2023-06-28,42620.67004384798
2581,1678,prospecting,2023-06-30,24392.98600081876
2582,331,prospecting,2023-06-13,27694.673010650502
2583,4020,won,2024-07-24,19489.75247099803
2584,2704,won,2023-04-06,47323.97790796818
2585,3745,negotiation,2024-07-16,9818.66612075122
2586,3551,won,2024-04-22,23833.96288320822
2587,2015,negotiation,2023-06-18,20484.53903993712
2588,355,prospecting,2024-03-29,9631.647692758268
2589,786,won,2023-07-05,35288.34604840604
2590,4505,won,2024-06-14,28852.378771860836
2591,2763,prospecting,2023-07-07,6270.951988512251
2592,1864,negotiation,2023-01-12,16361.540142733771
2593,3058,negotiation,2024-02-18,38546.05229051269
2594,2195,prospecting,2024-09-13,9778.790971362256
2595,2770,negotiation,2024-09-02,45793.2339218839
2596,1200,won,2023-04-25,39255.68046408452
2597,1253,won,2023-04-20,36764.32960208979
2598,4306,won,2024-01-27,44359.58610908371
2599,200,negotiation,2023-02-26,12160.845283299326
2600,4212,negotiation,2023-03-22,49573.7991770677
2601,2053,won,2023-07-21,26405.00702622636
2602,3754,prospecting,2023-11-15,30479.58001693566
2603,732,negotiation,2024-06-22,3580.6685150835983
2604,3663,prospecting,2023-07-07,37116.19736178197
2605,2357,won,2023-05-12,22850.181687796237
2606,3652,won,2023-08-27,15480.971183765942
2607,3900,negotiation,2023-11-01,34001.893322986696
2608,2246,prospecting,2023-09-18,46380.06451079544
2609,288,won,2023-06-03,19495.20038022868
2610,1126,won,2023-01-18,15849.147879076689
2611,3486,won,2023-10-05,23705.0416676412
2612,637,negotiation,2022-11-13,8128.592970844524
2613,1959,prospecting,2023-08-19,16030.03166508695
2614,4177,negotiation,2024-05-27,38806.906483231236
2615,1661,won,2023-06-16,32899.49288691697
2616,4557,prospecting,2024-03-20,39373.662493348886
2617,143,won,2024-09-18,19825.860202080003
2618,2958,prospecting,2023-09-21,41054.351074996935
2619,2547,prospecting,2023-10-13,15718.77236507433
2620,3177,won,2024-07-16,13984.306972900287
2621,2720,prospecting,2023-04-08,42028.29704930212
2622,1401,negotiation,2022-11-16,27812.964040770177
2623,1857,won,2023-10-18,30886.847672386088
2624,3690,prospecting,2024-03-22,38917.375392794784
2625,3471,negotiation,2024-06-16,8050.941064124234
2626,3399,prospecting,2023-07-04,17890.021296235358
2627,4860,won,2024-07-12,18183.520754437588
2628,996,negotiation,2024-03-12,22061.204732278246
2629,1317,won,2023-04-17,49610.054970301375
2630,2884,prospecting,2024-08-15,36264.75177964249
2631,2707,negotiation,2024-05-06,28234.32807975722
2632,3062,negotiation,2024-10-12,27482.03127673964
2633,4947,won,2022-12-14,31216.06164303767
2634,507,negotiation,2023-10-18,42128.688839579794
2635,3016,negotiation,2024-03-10,27275.45047476529
2636,4258,won,2024-04-25,4067.944145047459
2637,2565,negotiation,2022-11-10,20352.416231173753
2638,2611,won,2023-08-04,46263.9816622415
2639,1580,negotiation,2023-11-18,21691.959687649498
2640,397,prospecting,2023-06-13,42231.20771592752
2641,516,prospecting,2023-02-15,1959.8006576928815
2642,1597,prospecting,2024-08-07,16684.423663390044
2643,4948,prospecting,2024-07-31,20542.180120661164
2644,2550,won,2024-05-23,30581.738970958446
2645,4479,negotiation,2024-06-20,3687.5559278709857
2646,3123,negotiation,2023-09-14,40153.30424599281
2647,2462,won,2023-02-01,1020.0100076672859
2648,244,prospecting,2024-04-26,42087.40945604521
2649,4190,won,2024-09-26,32117.784521290425
2650,2141,negotiation,2023-06-25,24370.007738569908
2651,1772,won,2024-03-11,42107.26980836831
2652,1918,prospecting,2024-07-20,48957.162448344316
2653,4606,won,2024-07-06,44248.26688822566
2654,2879,prospecting,2022-10-25,43977.67376555112
2655,2390,negotiation,2024-04-26,3418.1591663212766
2656,913,prospecting,2024-04-22,4469.543931920549
2657,319,prospecting,2023-07-04,5305.70551842715
2658,4379,prospecting,2023-06-19,11993.179388648336
2659,1922,negotiation,2023-08-12,7837.29098711699
2660,1120,negotiation,2023-08-25,14257.527600206073
2661,2856,won,2023-03-16,26621.975061529236
2662,2177,prospecting,2023-06-07,35957.75299820561
2663,4970,won,2023-04-18,27560.4501818331
2664,353,won,2024-09-13,20485.916491810305
2665,1103,won,2024-05-07,44113.97510082089
2666,1887,prospecting,2023-02-21,9252.669873695137
2667,1580,won,2024-04-14,23188.945856731832
2668,4605,prospecting,2023-12-26,34280.67581230112
2669,4710,negotiation,2024-08-13,20270.760249993207
2670,1632,won,2023-04-26,16165.744231930617
2671,3125,won,2023-04-03,11315.451820877779
2672,2993,negotiation,2024-05-02,17070.115827869595
2673,764,won,2023-10-12,21391.449715412735
2674,451,negotiation,2024-03-16,40374.779560463096
2675,4526,prospecting,2024-03-07,32605.468737863022
2676,2855,prospecting,2023-09-30,11038.594643575527
2677,4586,negotiation,2024-01-29,46743.898572821636
2678,2590,negotiation,2024-01-04,3903.3881796696987
2679,1785,won,2024-08-16,4443.284863448105
2680,4154,won,2024-08-13,12672.815346095558
2681,153,prospecting,2022-11-28,17617.09339150573
2682,315,negotiation,2024-04-07,14433.973028615203
2683,899,won,2023-02-12,30703.91517367911
2684,20,prospecting,2023-06-29,34950.11236471365
2685,1819,negotiation,2024-09-05,3415.9293706134317
2686,2796,won,2022-12-08,7591.170782498722
2687,3402,won,2022-11-18,35845.37402660458
2688,652,negotiation,2023-08-15,16308.739301221549
2689,4994,prospecting,2022-11-12,4780.660405700747
2690,2591,won,2024-07-12,30693.393963397924
2691,4240,negotiation,2023-10-12,31861.627474804813
2692,448,negotiation,2023-11-05,33210.31524549567
2693,2231,won,2022-12-13,39190.72396623595
2694,3509,negotiation,2023-03-11,6257.175137633812
2695,936,won,2024-04-08,34482.715820926824
2696,1075,prospecting,2023-08-13,25533.44550770982
2697,4242,prospecting,2023-06-16,4994.862893867238
2698,666,won,2024-05-07,36152.456494418475
2699,2084,won,2024-05-13,27606.379112038117
2700,4769,negotiation,2024-09-03,3179.678169661899
2701,1937,prospecting,2024-09-11,24453.9223422556
2702,4518,won,2024-02-18,11896.859152000172
2703,54,negotiation,2023-12-26,14649.831763788914
2704,1435,prospecting,2024-03-26,49204.7208951498
2705,559,prospecting,2023-03-24,23865.11765921815
2706,186,prospecting,2024-03-17,4988.898507236479
2707,2072,prospecting,2024-04-08,16946.92343980897
2708,4942,won,2024-02-15,6856.28491464307
2709,703,won,2022-11-15,39304.34540949895
2710,1553,negotiation,2022-12-02,44134.75437364092
2711,3443,won,2022-12-19,33075.50137234619
2712,3344,won,2023-06-13,11158.42399272999
2713,2701,won,2023-01-01,37685.48165091342
2714,26,won,2023-12-14,22761.04443098216
2715,1323,won,2023-03-11,28911.158475031065
2716,969,won,2023-10-17,28830.903762330134
2717,3696,negotiation,2023-10-19,44600.30665511142
2718,3502,won,2023-11-06,7459.503892192785
2719,4304,prospecting,2023-11-05,25310.812148100853
2720,4549,negotiation,2024-08-31,23132.550944212475
2721,2282,won,2023-04-21,37775.55037869961
2722,1203,negotiation,2023-01-07,28530.192109621694
2723,4558,negotiation,2023-08-22,16255.239550851804
2724,3986,won,2023-09-06,21839.020726072118
2725,2148,negotiation,2023-01-22,48333.35971374229
2726,2389,won,2023-06-24,30337.786894464673
2727,480,negotiation,2024-07-19,11979.178403274595
2728,2168,won,2023-03-20,16081.815414648541
2729,1004,prospecting,2022-10-29,26704.770275133127
2730,3095,negotiation,2024-07-14,25681.03456899836
2731,4001,negotiation,2023-01-17,22841.071082212133
2732,564,negotiation,2022-12-28,28962.332442040304
2733,2050,won,2023-09-09,16385.60587909117
2734,2822,negotiation,2024-05-31,27011.191673009
2735,3796,prospecting,2024-10-18,44983.98499153282
2736,2087,won,2024-09-24,38644.2036877117
2737,737,won,2024-02-04,13010.124744636485
2738,907,negotiation,2023-08-05,6372.230248605766
2739,1709,won,2022-10-24,10756.248559709513
2740,1594,won,2022-12-21,20161.890007631184
2741,501,prospecting,2023-06-18,36646.65103845551
2742,2167,won,2024-08-04,27205.454190469372
2743,3968,prospecting,2024-03-13,21751.96764449604
2744,3146,negotiation,2023-10-13,38420.84317285953
2745,4636,won,2023-03-26,21736.948651088194
2746,3628,negotiation,2023-09-19,3451.893055608344
2747,4002,prospecting,2023-07-27,18361.69206366024
2748,4640,prospecting,2022-12-16,29555.23072540436
2749,4082,prospecting,2022-10-24,44658.61121655272
2750,1546,prospecting,2023-12-08,43025.977008246155
2751,1734,won,2022-10-25,28621.972395629047
2752,2703,prospecting,2024-07-28,19132.439092272893
2753,4887,prospecting,2023-06-21,46343.893019070245
2754,1243,won,2023-12-15,45884.06681392057
2755,1587,prospecting,2023-08-17,36048.23043479629
2756,4958,prospecting,2024-10-12,37513.694811116984
2757,3412,prospecting,2024-04-03,18331.96406325732
2758,1312,negotiation,2023-04-02,39453.78909971675
2759,496,won,2024-06-04,48329.24309416296
2760,450,won,2024-06-27,38270.257716029264
2761,1956,negotiation,2023-03-24,14483.757778055588
2762,928,won,2023-07-20,25942.00220891532
2763,2942,negotiation,2022-12-21,12581.487316012115
2764,3971,won,2024-03-20,24231.579892750175
2765,1044,negotiation,2023-12-29,8771.28951232526
2766,4387,negotiation,2024-05-30,20772.516835638024
2767,3980,prospecting,2024-07-09,9712.68608330806
2768,3408,won,2023-11-06,4386.7905926299945
2769,87,negotiation,2022-12-04,25693.864410464168
2770,4036,prospecting,2022-12-22,33337.275691417635
2771,4639,won,2023-05-19,35691.02621245687
2772,2123,prospecting,2024-02-29,31735.562716291202
2773,1063,won,2022-12-03,33835.97469673482
2774,2694,negotiation,2024-06-01,43243.41106898576
2775,821,won,2023-05-10,16212.599938847881
2776,4346,negotiation,2023-05-25,13794.499653299636
2777,1263,prospecting,2024-04-16,35182.72548333153
2778,110,won,2024-01-26,12576.195892156917
2779,2297,negotiation,2023-03-28,41487.640528176315
2780,2404,negotiation,2023-02-23,12900.092577588524
2781,1017,negotiation,2022-12-04,11304.020145125878
2782,2494,negotiation,2022-12-10,34972.26494573213
2783,2340,negotiation,2023-09-05,2033.4826389886884
2784,1690,prospecting,2022-12-15,10112.78036217349
2785,1675,won,2023-12-06,15942.892446837546
2786,3907,prospecting,2024-05-26,19381.368211835255
2787,4221,won,2023-06-05,31709.119375627328
2788,4341,negotiation,2024-06-06,9504.874198958705
2789,1074,won,2023-07-22,13306.390244244689
2790,4823,negotiation,2023-02-17,37530.6571488007
2791,4138,prospecting,2024-09-24,2001.0955851285755
2792,758,negotiation,2023-05-09,46976.53136843031
2793,3391,negotiation,2024-08-19,19214.588317745667
2794,1103,negotiation,2024-06-08,42981.759201350746
2795,4577,prospecting,2023-08-30,32143.53794968318
2796,3093,prospecting,2024-04-01,43630.88380623527
2797,2017,negotiation,2024-03-29,31111.966970488567
2798,283,won,2023-04-12,34214.53299468255
2799,4318,won,2023-02-07,43193.21569501979
2800,1649,prospecting,2024-09-16,11263.200712907528
2801,2834,won,2024-08-27,47836.13061401662
2802,4841,won,2024-04-08,23447.669027533793
2803,285,negotiation,2023-08-16,5323.81940864604
2804,3019,prospecting,2023-01-29,11541.718522851197
2805,4914,won,2023-11-12,44528.94790492434
2806,1078,won,2024-07-30,29434.516008549937
2807,903,won,2024-03-09,3219.0073070528747
2808,1170,won,2023-06-21,1246.247932170059
2809,2701,won,2022-12-16,40160.84417851813
2810,3627,won,2024-06-10,40505.01588352917
2811,2688,negotiation,2024-03-30,25758.39349857394
2812,287,prospecting,2023-02-28,18008.568555453887
2813,2253,negotiation,2024-08-31,32311.98307190419
2814,516,prospecting,2023-10-27,41985.94065391067
2815,4085,negotiation,2023-11-06,11914.140437553258
2816,3389,negotiation,2024-03-30,4309.071803819642
2817,4629,prospecting,2024-06-05,12449.448556961375
2818,1197,prospecting,2024-03-11,31744.97711952249
2819,2459,negotiation,2023-03-25,30001.845815971894
2820,2924,negotiation,2024-09-21,36059.05067419728
2821,3838,prospecting,2023-08-26,5127.186069107721
2822,1985,prospecting,2023-03-08,3718.837431491366
2823,4119,prospecting,2024-07-03,48094.35534384572
2824,4127,negotiation,2023-01-31,34122.90820868882
2825,546,prospecting,2024-10-04,47439.66379531308
2826,4477,prospecting,2024-06-21,44292.99363076463
2827,3899,won,2023-11-23,22202.403822207652
2828,1594,negotiation,2024-08-08,37975.1331931619
2829,2364,prospecting,2024-08-19,14672.070873470293
2830,1401,prospecting,2024-06-12,3287.409386408866
2831,455,negotiation,2023-04-17,32637.220332148256
2832,1090,negotiation,2023-11-18,7613.118628426126
2833,3989,negotiation,2023-09-07,26025.093073445038
2834,1808,prospecting,2022-11-03,8147.752087332754
2835,435,won,2023-07-06,16182.60726865971
2836,687,negotiation,2024-05-25,16684.123775124765
2837,2114,won,2023-09-19,3496.222020571109
2838,347,prospecting,2023-05-22,29680.345465543855
2839,1837,prospecting,2023-06-11,40231.85174646163
2840,3921,negotiation,2023-12-01,44290.87422502407
2841,1935,won,2024-09-30,49761.25385323703
2842,4766,prospecting,2023-06-22,47560.279316336164
2843,2937,negotiation,2023-11-18,48522.84110528439
2844,887,won,2022-12-12,16221.206256844685
2845,1413,won,2024-01-29,45453.64269924797
2846,3762,prospecting,2023-03-22,40898.11992843502
2847,4821,won,2023-06-24,48999.48694374858
2848,1726,negotiation,2023-01-27,35855.89149452454
2849,2697,negotiation,2024-05-03,8747.125181136505
2850,992,prospecting,2023-11-13,16303.824895687994
2851,4375,won,2023-01-02,14178.223551864136
2852,2376,won,2023-10-09,2074.6346589716572
2853,3022,negotiation,2024-08-01,32643.367724448843
2854,1375,negotiation,2024-07-07,26150.48076049542
2855,3129,negotiation,2024-02-14,29770.941424029665
2856,2028,won,2023-08-25,37663.400995025106
2857,4332,won,2023-10-01,36426.77192568852
2858,1309,prospecting,2024-06-03,45710.228994496756
2859,379,won,2023-09-25,1344.5384922352384
2860,3910,won,2024-05-22,4082.692500452335
2861,2541,negotiation,2024-05-21,5132.966995787284
2862,1552,negotiation,2024-05-29,49114.92581150638
2863,3685,won,2022-12-04,16222.228127456954
2864,760,negotiation,2022-11-25,47790.45479816192
2865,1809,won,2023-08-19,29937.62240242036
2866,541,prospecting,2023-06-23,28371.021653111522
2867,3670,won,2023-04-16,28344.859634528788
2868,1664,won,2024-04-19,43780.43923164164
2869,4620,prospecting,2023-08-26,14035.001060918901
2870,4218,negotiation,2024-05-28,2030.092686565889
2871,4222,won,2024-06-14,11929.010409861687
2872,4298,negotiation,2023-01-10,2774.9691601675013
2873,3198,negotiation,2023-10-31,25007.739772912133
2874,1000,negotiation,2024-06-25,31980.6434308274
2875,348,negotiation,2022-12-24,5584.258318165545
2876,4892,won,2023-01-27,26900.969830882834
2877,3928,negotiation,2023-11-22,31891.434967479927
2878,3993,won,2024-09-26,16040.84406645846
2879,924,prospecting,2023-08-18,6622.494054498944
2880,666,prospecting,2023-07-20,34782.548300046335
2881,4175,won,2024-09-28,9292.792509989476
2882,2037,prospecting,2024-04-03,8577.966223555391
2883,2872,won,2024-10-16,3373.8753530747476
2884,4614,prospecting,2023-10-28,29879.843966488275
2885,4562,prospecting,2023-09-29,20801.809317774263
2886,2913,negotiation,2022-11-23,49741.167078883525
2887,3684,prospecting,2024-02-07,9543.643568985852
2888,3668,won,2023-07-17,11867.89637083325
2889,4956,prospecting,2023-12-09,43820.26360750167
2890,167,won,2023-12-07,49459.82554743749
2891,4676,prospecting,2024-03-09,9866.493097550954
2892,2235,negotiation,2023-01-25,37000.27399029396
2893,3817,negotiation,2023-06-30,10542.502087275809
2894,2722,won,2024-04-14,30214.347209108604
2895,729,won,2023-02-17,8110.22066617602
2896,2035,prospecting,2022-11-19,36745.026488961405
2897,1872,won,2023-04-02,34862.282060267746
2898,3449,won,2023-01-07,48196.529782445825
2899,2504,negotiation,2024-05-12,21436.25859093537
2900,4873,won,2024-01-25,45486.13894451397
2901,2183,negotiation,2023-11-14,20882.416976914545
2902,4116,negotiation,2022-12-29,30693.728756964367
2903,1023,negotiation,2024-07-17,32317.365016929067
2904,4600,won,2023-07-03,8732.270295887127
2905,1615,won,2023-10-12,4370.788879782429
2906,2906,won,2023-02-11,22731.30090214924
2907,507,prospecting,2023-02-07,49046.33904005424
2908,781,won,2022-12-26,16703.32706416233
2909,3929,prospecting,2023-07-01,8437.113949877838
2910,3746,prospecting,2023-02-15,7158.023105804819
2911,973,negotiation,2024-09-16,32042.955127322366
2912,4535,negotiation,2023-09-05,13518.75980329321
2913,3823,prospecting,2023-05-26,43195.08546637723
2914,1105,won,2022-12-15,40883.764367682794
2915,2666,negotiation,2023-03-08,8036.07601359028
2916,927,won,2024-10-04,22861.43065494485
2917,3989,prospecting,2023-07-15,40235.22208626181
2918,328,negotiation,2024-10-03,31678.8423999657
2919,1600,negotiation,2024-01-06,42346.05069736342
2920,378,negotiation,2023-05-30,47360.856887598005
2921,4884,negotiation,2022-11-18,39601.750862072215
2922,1329,negotiation,2024-08-07,40733.13984658071
2923,4525,won,2022-11-01,19877.64323326076
2924,2667,prospecting,2023-06-28,45988.50439724311
2925,1843,prospecting,2022-11-22,5011.23733140317
2926,2910,prospecting,2023-09-24,7464.0566692169095
2927,130,prospecting,2023-12-18,47215.88008401955
2928,244,won,2023-08-19,36153.22100340444
2929,664,prospecting,2023-06-11,33780.258073327175
2930,1056,won,2023-10-23,27766.73439713985
2931,232,won,2022-12-29,16549.235787180798
2932,118,prospecting,2024-01-17,41827.242112656066
2933,4786,prospecting,2024-02-06,40355.386925315586
2934,1760,negotiation,2024-09-10,45024.81474372004
2935,2623,prospecting,2024-10-18,20572.79839095712
2936,2959,negotiation,2024-02-26,49760.00451662797
2937,193,won,2024-07-30,15312.136487617525
2938,1614,prospecting,2024-07-12,44880.50007824451
2939,4972,won,2022-12-08,12061.020261118936
2940,3142,won,2023-09-14,37435.469027947
2941,392,prospecting,2024-07-31,2937.238314094051
2942,1492,prospecting,2023-06-09,42108.93080714239
2943,643,negotiation,2024-06-13,22281.539907145077
2944,4335,prospecting,2022-10-28,43295.38127097553
2945,2451,won,2023-12-09,27188.194156995913
2946,2120,negotiation,2023-09-04,6689.093084005966
2947,1405,negotiation,2023-08-21,34685.25677737218
2948,3544,prospecting,2023-06-06,2237.0994663689517
2949,4124,negotiation,2023-06-06,12215.113317001174
2950,3015,won,2023-03-05,29499.99419889569
2951,4984,won,2023-12-01,21247.7417155073
2952,1774,negotiation,2023-11-05,7513.630143928675
2953,1877,won,2024-08-28,23585.850068169173
2954,1561,prospecting,2024-08-10,10702.77376506591
2955,2935,negotiation,2023-12-16,5807.771182801915
2956,4748,negotiation,2024-04-16,36591.508896646315
2957,243,prospecting,2024-04-27,1183.3262320324586
2958,3825,prospecting,2024-02-26,31165.251073715448
2959,3728,negotiation,2024-03-05,26772.85274195787
2960,2888,won,2023-03-08,28768.263150149898
2961,2286,won,2023-08-08,14310.954251392066
2962,3458,prospecting,2023-03-07,34134.99985682597
2963,4648,prospecting,2023-01-11,26128.44028107628
2964,1812,prospecting,2024-09-17,33761.62997050251
2965,2371,negotiation,2023-10-16,32092.873956408977
2966,1311,negotiation,2024-06-27,1335.8115159800886
2967,3715,won,2023-11-03,41657.217759985426
2968,242,won,2022-12-22,31301.81706193116
2969,3232,negotiation,2023-10-12,8663.61081744871
2970,3022,won,2023-04-05,11301.810921205071
2971,4507,prospecting,2024-03-03,19643.261186463067
2972,3350,won,2024-06-13,21596.00626845293
2973,419,prospecting,2023-07-03,47432.1655900154
2974,2040,prospecting,2023-09-29,30775.733537259483
2975,4187,prospecting,2023-01-19,12122.786802968913
2976,1578,prospecting,2023-01-12,29897.20247670205
2977,1918,negotiation,2024-03-12,15618.986701314916
2978,2867,negotiation,2024-02-09,14254.30087056235
2979,320,negotiation,2023-01-17,49458.06691780029
2980,4327,negotiation,2024-05-10,38919.053373116774
2981,730,won,2024-09-22,11587.278292172163
2982,4192,negotiation,2024-04-30,25596.105659284483
2983,3965,negotiation,2024-02-27,21015.96127213193
2984,1535,prospecting,2024-09-20,36758.1900399364
2985,1375,won,2023-07-22,11462.79639711792
2986,3806,won,2023-08-11,9859.910827952188
2987,2410,won,2024-06-11,32924.18126410756
2988,218,negotiation,2023-11-07,22564.89732596297
2989,700,negotiation,2023-09-18,36210.158748117756
2990,3777,won,2024-03-23,25855.897227768626
2991,3447,won,2023-12-26,34910.27942017386
2992,4284,prospecting,2023-01-24,49751.257024820705
2993,4944,prospecting,2022-10-25,44459.31965484482
2994,181,negotiation,2023-02-19,20405.86853507289
2995,3011,negotiation,2023-03-06,3386.193153762498
2996,445,won,2023-10-10,22351.85753860086
2997,1828,won,2023-09-01,33159.51444584913
2998,4911,won,2023-10-26,15219.862133157478
2999,2632,prospecting,2024-06-28,29360.7502852621
3000,3956,won,2023-12-20,29576.35017821004
3001,1605,prospecting,2023-02-24,23122.58944666424
3002,3988,won,2022-12-04,5926.3992635414825
3003,2673,negotiation,2024-01-26,34775.17228034427
3004,3278,won,2023-02-22,9262.516261412728
3005,2689,prospecting,2023-11-13,28410.309063360906
3006,3034,prospecting,2024-03-17,21478.460357172335
3007,4816,prospecting,2023-11-02,44008.83586431118
3008,1754,prospecting,2023-09-28,42732.917727474894
3009,1219,prospecting,2023-12-06,37972.91216706712
3010,4316,negotiation,2023-06-03,39015.39454529746
3011,2391,won,2022-10-29,5180.498080872214
3012,4943,negotiation,2023-11-09,12008.543796185024
3013,854,prospecting,2023-01-26,16879.722125444478
3014,1523,won,2023-08-30,8973.961873403296
3015,2341,won,2024-03-04,49875.05102851148
3016,1329,won,2024-08-10,31473.98887763188
3017,1944,won,2023-08-14,33516.81274712145
3018,4055,negotiation,2023-11-11,31537.348948028004
3019,2592,won,2024-07-28,3653.8559897754794
3020,206,won,2022-12-01,42932.1244905267
3021,4647,prospecting,2023-09-15,24004.192754615735
3022,3889,negotiation,2024-02-28,24940.073635455024
3023,3462,negotiation,2024-04-16,34743.39316579013
3024,2505,prospecting,2023-03-30,31541.753967295448
3025,3475,won,2022-10-27,44877.0493945449
3026,445,won,2023-08-19,43286.191679108335
3027,1951,prospecting,2023-10-10,17565.287600508153
3028,626,negotiation,2024-01-06,18707.85399902257
3029,2661,won,2023-12-05,38947.82385416217
3030,241,negotiation,2023-02-15,18146.74024699162
3031,1983,negotiation,2024-03-23,14890.786678241515
3032,2922,won,2023-05-29,10067.094206831991
3033,4979,won,2024-09-12,1377.7247571602077
3034,2786,won,2023-06-21,6183.84417654751
3035,197,prospecting,2023-05-22,13843.300904276157
3036,2081,won,2024-07-26,36355.54326461031
3037,3478,prospecting,2023-04-26,10637.484694134791
3038,3821,won,2023-06-12,34722.327600134595
3039,3419,negotiation,2023-09-10,38647.72994211442
3040,1473,prospecting,2024-05-25,20243.03039606263
3041,3964,won,2024-04-27,38870.69746345902
3042,549,prospecting,2024-05-19,18105.57801455194
3043,2304,won,2022-12-29,47779.57146111151
3044,2593,negotiation,2023-10-07,36478.90384450264
3045,1757,negotiation,2024-07-12,30858.19980905129
3046,4459,won,2024-10-03,35021.298523105084
3047,4393,prospecting,2024-04-27,20383.765232062382
3048,921,negotiation,2024-02-21,27140.833837423437
3049,4217,prospecting,2023-05-06,15067.294920781778
3050,3699,won,2023-06-29,15050.680370035845
3051,3889,negotiation,2023-07-28,44528.3735290315
3052,3723,prospecting,2023-01-17,19499.273319177657
3053,9,negotiation,2024-04-09,27301.3357641717
3054,747,negotiation,2023-03-31,48963.33412576706
3055,4386,prospecting,2023-05-06,8204.708657557614
